SKU,Product,Offer Type,Storefront Status,Primary Family,Included Products,Count,Launch Price,Regular Price,Mac DMG Path,Mac DMG SHA256,Mac PKG Path,Mac PKG SHA256,Windows Installer Path,Windows SHA256,SHA256 Source,Manual Path,Download 1 Name,Download 1 URL,WooCommerce Product URL,Demo Asset URL,Release Gate Status,Next Action,Notes
DIH-SESHAT,SESHAT,Individual,Companion bundle draft,UTILITY_OBSERVATION,SESHAT,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_UTILITY_OBSERVATION_CURRENT_DEPLOY_20260701_083425/DMGs/Individual/DIHWorld_Audio_SESHAT_Installer_20260701_083425.dmg,57d9ec94c1e1919f9fe5db2dfde63d09ee0c869ceb08ee81e09bfc794bc75151,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_UTILITY_OBSERVATION_CURRENT_DEPLOY_20260701_083425/PKGs/Individual/DIHWorld_Audio_SESHAT_Installer_20260701_083425.pkg,5a88d89c0b8655a2d0914c6c86c9da544fbd3b91b5d94bb527f7d717bd810efe,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_UTILITY_OBSERVATION_CURRENT_DEPLOY_20260701_083425/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,SESHAT Mac Installer,,,,READY_FOR_UPLOAD_URL,Upload DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Current release index artifact. Keep unpublished until download URL and product page are connected.
DIH-FAM-VOCAL-MIC-SOURCE,VOCAL_MIC_SOURCE Family,Primary Family,Current primary family,VOCAL_MIC_SOURCE,"GOLD, SILVER, WPR, AEGIS NOVA, TRIPLER, EchoLocate",6,$199,$349,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_VOCAL_MIC_SOURCE_CURRENT_DEPLOY_20260630_190721/DMGs/Families/DIHWorld_Audio_VOCAL_MIC_SOURCE_Family_Installer_20260630_190721.dmg,017194147eff04db6b2ec5b3a8a6b8201549a89a74a610cab5f9301cf7b207d9,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_VOCAL_MIC_SOURCE_CURRENT_DEPLOY_20260630_190721/PKGs/Families/DIHWorld_Audio_VOCAL_MIC_SOURCE_Family_Installer_20260630_190721.pkg,623739ebf6dbaa9c01c1760ef1df2ecd731981f169aee78d1a83437b85584887,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_VOCAL_MIC_SOURCE_CURRENT_DEPLOY_20260630_190721/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,VOCAL_MIC_SOURCE Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-COLOR-AMP-TAPE,COLOR_AMP_TAPE Family,Primary Family,Current primary family,COLOR_AMP_TAPE,"APIS, PTAHTUBE, KHEPRI, SOVEREIGN",4,$129,$229,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_COLOR_AMP_TAPE_CURRENT_DEPLOY_20260630_130135/DMGs/Families/DIHWorld_Audio_COLOR_AMP_TAPE_Family_Installer_20260630_130135.dmg,a4636cf58d627106e057330cea6d089b5b0598527b49bae845f11fd4e534a558,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_COLOR_AMP_TAPE_CURRENT_DEPLOY_20260630_130135/PKGs/Families/DIHWorld_Audio_COLOR_AMP_TAPE_Family_Installer_20260630_130135.pkg,90d89e3ff5719fc06eb435db1f6472cdb6c9116b1d96be594d8f271c59ae8198,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_COLOR_AMP_TAPE_CURRENT_DEPLOY_20260630_130135/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,COLOR_AMP_TAPE Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-MASTERING-CORE,MASTERING_CORE Family,Primary Family,Current primary family,MASTERING_CORE,"ANKH, SPHYNX, MAAT, HORIZON X, Platinum",5,$179,$299,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_MASTERING_CORE_CURRENT_DEPLOY_20260630_135105/DMGs/Families/DIHWorld_Audio_MASTERING_CORE_Family_Installer_20260630_135105.dmg,b9f475c74f1073c0e685471cd98f1d523304c2a547216154c5ff841b3711a35b,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_MASTERING_CORE_CURRENT_DEPLOY_20260630_135105/PKGs/Families/DIHWorld_Audio_MASTERING_CORE_Family_Installer_20260630_135105.pkg,9eac1aadc50cb0e42ea27866acbd4736e606d019594fe42ee34bbbb22a789fb1,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_MASTERING_CORE_CURRENT_DEPLOY_20260630_135105/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,MASTERING_CORE Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-MASTER-FIELD,MASTER_FIELD Family,Primary Family,Current primary family,MASTER_FIELD,IMHOTEP,1,$49,$79,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_MASTER_FIELD_CURRENT_DEPLOY_20260701_083145/DMGs/Families/DIHWorld_Audio_MASTER_FIELD_Family_Installer_20260701_083145.dmg,3852f6c0b2c7e4a25cc62da27ddad9a728bddcef76501d2d07c3aa58364843e9,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_MASTER_FIELD_CURRENT_DEPLOY_20260701_083145/PKGs/Families/DIHWorld_Audio_MASTER_FIELD_Family_Installer_20260701_083145.pkg,aae06702801728bf571bcaae0e41d12c4fa0817d3f19ad73aa8ccd7c7377992b,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_MASTER_FIELD_CURRENT_DEPLOY_20260701_083145/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,MASTER_FIELD Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-FIELD-TONE-BALANCE,FIELD_TONE_BALANCE Family,Primary Family,Current primary family,FIELD_TONE_BALANCE,"AUSET, AUSAR",2,$79,$129,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FIELD_TONE_BALANCE_CURRENT_DEPLOY_20260701_082023/DMGs/Families/DIHWorld_Audio_FIELD_TONE_BALANCE_Family_Installer_20260701_082023.dmg,1ab25552b13758207cce09490c417fd0eb7397a5f13dba87a979e6be3098ab0b,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FIELD_TONE_BALANCE_CURRENT_DEPLOY_20260701_082023/PKGs/Families/DIHWorld_Audio_FIELD_TONE_BALANCE_Family_Installer_20260701_082023.pkg,9a0167407fb724c6bb35f0c5a15d9f32a7c35316f7b4d7383874f9c2dca72c6c,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FIELD_TONE_BALANCE_CURRENT_DEPLOY_20260701_082023/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,FIELD_TONE_BALANCE Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-DIMENSIONAL-IMPACT-MOVE,DIMENSIONAL_IMPACT_MOVE Family,Primary Family,Current primary family,DIMENSIONAL_IMPACT_MOVE,"DEPTH IMPACT HYBRID X, PARALLAX, NSR",3,$99,$179,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_CURRENT_DEPLOY_20260701_084448/DMGs/Families/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_Family_Installer_20260701_084448.dmg,5c131791576985e7d3222038e63fbaf53a7fbdf5b401786897cdde3bdcff5a03,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_CURRENT_DEPLOY_20260701_084448/PKGs/Families/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_Family_Installer_20260701_084448.pkg,99178939ac24f69d2cef8b220ac4590bb537bbea64492d252f0f5c3b15cad3eb,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DIMENSIONAL_IMPACT_MOVE_CURRENT_DEPLOY_20260701_084448/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DIMENSIONAL_IMPACT_MOVE Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-DYNAMICS-GUARD,DYNAMICS_GUARD Family,Primary Family,Current primary family,DYNAMICS_GUARD,"ANUBIS, OTIS, DEBO, LOOKOUT, DRUMKRUSHGLUE",5,$179,$299,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/DMGs/Families/DIHWorld_Audio_DYNAMICS_GUARD_Family_Installer_20260630_184038.dmg,fab72d98325d9279f7429aa62300e9e691a1c4a07e4e07bf36c6443eb056300b,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/PKGs/Families/DIHWorld_Audio_DYNAMICS_GUARD_Family_Installer_20260630_184038.pkg,ab997c675405c32ca20fb3aa3dc182962bdfcab11f76ed470a9395d160f64032,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DYNAMICS_GUARD_CURRENT_DEPLOY_20260630_184038/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DYNAMICS_GUARD Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-BASS-LOW-END,BASS_LOW_END Family,Primary Family,Current primary family,BASS_LOW_END,"MARIANA, MONOLITH, DEPTH BOOST PRO, NTRPL",4,$129,$229,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/DMGs/Families/DIHWorld_Audio_BASS_LOW_END_Family_Installer_20260630_181755.dmg,8e602d1300f86fbff931f3473ed9971353f8ceac615f86e4c499e5ee3931f9c9,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/PKGs/Families/DIHWorld_Audio_BASS_LOW_END_Family_Installer_20260630_181755.pkg,c7f554b48d2eed2fac7a794e4a71a5f055deeb124fe3303837a16848b327a6ed,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,BASS_LOW_END Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-FX-SPATIAL,FX_SPATIAL Family,Primary Family,Current primary family,FX_SPATIAL,"NTRSTLLR, Cathedral, SacredVerb",3,$149,$249,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/DMGs/Families/DIHWorld_Audio_FX_SPATIAL_Family_Installer_20260701_083724.dmg,36af0b399802efe14ff3b73d73c26a70a6bb7ab223f9535c7098d732c5b46870,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/PKGs/Families/DIHWorld_Audio_FX_SPATIAL_Family_Installer_20260701_083724.pkg,57475c632dac438854e27090b440e9fc2511b67283c5ba8e1ff0d69e0026926e,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_FX_SPATIAL_CURRENT_DEPLOY_20260701_083724/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,FX_SPATIAL Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-HARMONICS-PITCH,HARMONICS_PITCH Family,Primary Family,Current primary family,HARMONICS_PITCH,"THOTH, TEHUTI, AU",3,$99,$179,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/DMGs/Families/DIHWorld_Audio_HARMONICS_PITCH_Family_Installer_20260630_234520.dmg,0388527d7fde0c9a2963d86340c57a28569f1a8acf52cd0268d292c69ef72372,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/PKGs/Families/DIHWorld_Audio_HARMONICS_PITCH_Family_Installer_20260630_234520.pkg,f99cc96a15530884a3c4e20a97c1fdce2962dde9e957c381bc2fff472629b1c7,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_HARMONICS_PITCH_CURRENT_DEPLOY_20260630_234520/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,HARMONICS_PITCH Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-DRUM-INSTRUMENT,DRUM_INSTRUMENT Family,Primary Family,Current primary family,DRUM_INSTRUMENT,"DIH DRUM MORPHER, BALLPARK",2,$79,$129,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/DMGs/Families/DIHWorld_Audio_DRUM_INSTRUMENT_Family_Installer_20260630_183417.dmg,b1dcc52e89b9eb81cd44613c5c8d23ca53df736db1399f69b7e370f20864e044,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/PKGs/Families/DIHWorld_Audio_DRUM_INSTRUMENT_Family_Installer_20260630_183417.pkg,354f9fd7630aca5376c269a157d451897df4da7c60d6ffa07d9c78b5d933db3d,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_DRUM_INSTRUMENT_CURRENT_DEPLOY_20260630_183417/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DRUM_INSTRUMENT Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-CREATIVE-TRANSFORM,CREATIVE_TRANSFORM Family,Primary Family,Current primary family,CREATIVE_TRANSFORM,"SLOTMACHINE, ARCHAEOLOGIST X, SERQET",3,$99,$179,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/DMGs/Families/DIHWorld_Audio_CREATIVE_TRANSFORM_Family_Installer_20260701_082501.dmg,a8d65e56879eec1b8c97604bb72550b8e73745d29a8dd1a0609c89dd7cc7c321,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/PKGs/Families/DIHWorld_Audio_CREATIVE_TRANSFORM_Family_Installer_20260701_082501.pkg,845f5ffae7e4c55fa0d7a40c6d1b90673ea0e6b07d4d8fc98bec2f30a9cd46ef,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_CREATIVE_TRANSFORM_CURRENT_DEPLOY_20260701_082501/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,CREATIVE_TRANSFORM Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-FAM-UTILITY-OBSERVATION,UTILITY_OBSERVATION Family,Primary Family,Current primary family,UTILITY_OBSERVATION,SESHAT,1,$29,$49,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_UTILITY_OBSERVATION_CURRENT_DEPLOY_20260701_083425/DMGs/Families/DIHWorld_Audio_UTILITY_OBSERVATION_Family_Installer_20260701_083425.dmg,742d1fd8b6c58582ea056e036dabdf6be904d215dde05e5abe71a82aa3b372f4,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_UTILITY_OBSERVATION_CURRENT_DEPLOY_20260701_083425/PKGs/Families/DIHWorld_Audio_UTILITY_OBSERVATION_Family_Installer_20260701_083425.pkg,dd12851b4c4c3a1ce03bab4a43432e1eb41800ff2ece411ef474f942e51445f0,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_UTILITY_OBSERVATION_CURRENT_DEPLOY_20260701_083425/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,UTILITY_OBSERVATION Mac Family Installer,,,,READY_FOR_UPLOAD_URL,Upload family DMG/PKG to protected GoDaddy/WooCommerce storage and paste final download URL.,Family package matches the current release index.
DIH-CORE-BUNDLE,DIH Core Bundle,Workflow Bundle,First public entry bundle with premium spatial value protected,MULTI_FAMILY,"SacredVerb, Cathedral, DEBO, DrumKrushGlue, Mariana",5,$249,$399,,,,,,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,DIH Core Bundle Installer,,,,PACKAGE_ASSEMBLY_NEEDED,"Create exact protected download package, then paste final WooCommerce download URL.",Workflow bundle does not yet have a dedicated bundle installer in the current release index.
DIH-BUNDLE-VOCAL-CAPTURE,Vocal Capture Bundle,Workflow Bundle,Storefront companion bundle,VOCAL_MIC_SOURCE,"GOLD, SILVER, WPR, AEGIS_NOVA, TRIPLER, EchoLocate",6,$199,$349,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_VOCAL_MIC_SOURCE_CURRENT_DEPLOY_20260630_190721/DMGs/Families/DIHWorld_Audio_VOCAL_MIC_SOURCE_Family_Installer_20260630_190721.dmg,017194147eff04db6b2ec5b3a8a6b8201549a89a74a610cab5f9301cf7b207d9,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_VOCAL_MIC_SOURCE_CURRENT_DEPLOY_20260630_190721/PKGs/Families/DIHWorld_Audio_VOCAL_MIC_SOURCE_Family_Installer_20260630_190721.pkg,623739ebf6dbaa9c01c1760ef1df2ecd731981f169aee78d1a83437b85584887,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_VOCAL_MIC_SOURCE_CURRENT_DEPLOY_20260630_190721/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Vocal Capture Bundle Installer,,,,READY_FOR_UPLOAD_URL,"Use matching family installer as fulfillment, then paste final WooCommerce download URL.",Workflow bundle is identical to a current primary family package.
DIH-BUNDLE-BASS-FOUNDATION,Bass Foundation Bundle,Workflow Bundle,Storefront companion bundle,BASS_LOW_END,"Mariana, Monolith, Depth Boost Pro, NTRPL",4,$129,$229,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/DMGs/Families/DIHWorld_Audio_BASS_LOW_END_Family_Installer_20260630_181755.dmg,8e602d1300f86fbff931f3473ed9971353f8ceac615f86e4c499e5ee3931f9c9,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/PKGs/Families/DIHWorld_Audio_BASS_LOW_END_Family_Installer_20260630_181755.pkg,c7f554b48d2eed2fac7a794e4a71a5f055deeb124fe3303837a16848b327a6ed,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_BASS_LOW_END_CURRENT_DEPLOY_20260630_181755/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Bass Foundation Bundle Installer,,,,READY_FOR_UPLOAD_URL,"Use matching family installer as fulfillment, then paste final WooCommerce download URL.",Workflow bundle is identical to a current primary family package.
DIH-BUNDLE-MASTER-BUS,Master Bus Bundle,Workflow Bundle,Storefront companion bundle,MULTI_FAMILY,"SPHYNX, MAAT, PLATINUM, HORIZON_X, IMHOTEP, ANKH, SESHAT",7,$249,$399,,,,,,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Master Bus Bundle Installer,,,,PACKAGE_ASSEMBLY_NEEDED,"Create exact protected download package, then paste final WooCommerce download URL.",Workflow bundle does not yet have a dedicated bundle installer in the current release index.
DIH-BUNDLE-COLOR-AMP-TAPE,Color Amp Tape Bundle,Workflow Bundle,Storefront companion bundle,COLOR_AMP_TAPE,"APIS, PTAHTUBE, KHEPRI, SOVEREIGN",4,$129,$229,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_COLOR_AMP_TAPE_CURRENT_DEPLOY_20260630_130135/DMGs/Families/DIHWorld_Audio_COLOR_AMP_TAPE_Family_Installer_20260630_130135.dmg,a4636cf58d627106e057330cea6d089b5b0598527b49bae845f11fd4e534a558,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_COLOR_AMP_TAPE_CURRENT_DEPLOY_20260630_130135/PKGs/Families/DIHWorld_Audio_COLOR_AMP_TAPE_Family_Installer_20260630_130135.pkg,90d89e3ff5719fc06eb435db1f6472cdb6c9116b1d96be594d8f271c59ae8198,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FINISHED/release/DIHWorld_Audio_COLOR_AMP_TAPE_CURRENT_DEPLOY_20260630_130135/SHA256SUMS.txt,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Color Amp Tape Bundle Installer,,,,READY_FOR_UPLOAD_URL,"Use matching family installer as fulfillment, then paste final WooCommerce download URL.",Workflow bundle is identical to a current primary family package.
DIH-BUNDLE-SPATIAL-MOTION,Spatial Motion Bundle,Workflow Bundle,Premium spatial/motion companion bundle,MULTI_FAMILY,"DEPTH_IMPACT_HYBRID_X, PARALLAX, NSR, NTRSTLLR, Cathedral, SacredVerb",6,$299,$499,,,,,,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Spatial Motion Bundle Installer,,,,PACKAGE_ASSEMBLY_NEEDED,"Create exact protected download package, then paste final WooCommerce download URL.",Workflow bundle does not yet have a dedicated bundle installer in the current release index.
DIH-BUNDLE-BEAT-BUILDER,Beat Builder Bundle,Workflow Bundle,Storefront companion bundle,MULTI_FAMILY,"DIH_DRUM_MORPHER, BALLPARK, DRUMKRUSHGLUE, ANUBIS, OTIS, DEBO, LOOKOUT",7,$249,$399,,,,,,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Beat Builder Bundle Installer,,,,PACKAGE_ASSEMBLY_NEEDED,"Create exact protected download package, then paste final WooCommerce download URL.",Workflow bundle does not yet have a dedicated bundle installer in the current release index.
DIH-BUNDLE-CREATIVE-LAB,Creative Lab Bundle,Workflow Bundle,Storefront companion bundle,MULTI_FAMILY,"THOTH, TEHUTI, AU, SLOTMACHINE, ARCHAEOLOGIST_X, SERQET",6,$199,$349,,,,,,,,/Users/hakeemsalaam/Development/DIH_BUILDS/DIH_FAMILIES/DIHWorld_Audio_User_Manual_CURRENT.pdf,Creative Lab Bundle Installer,,,,PACKAGE_ASSEMBLY_NEEDED,"Create exact protected download package, then paste final WooCommerce download URL.",Workflow bundle does not yet have a dedicated bundle installer in the current release index.
